key,zh-Hant,en,ja,ko,ru,vi,zh-Hans
C0X050,東河,Donghe,,,,,
C0X060,下營,Xiaying,,,,,
C0X080,佳里,Jiali,,,,,
C0X100,臺南市北區,Beiqu Tainan City,,,,,
C0X110,臺南市南區,Nanqu Tainan City,,,,,
C0X120,麻豆,Madou,,,,,
C0X130,官田,Guantian,,,,,
C0X140,西港,Xigang,,,,,
C0X150,安定,Anding,,,,,
C0X160,仁德,Rende,,,,,
C0X170,關廟,Guanmiao,,,,,
C0X180,山上,Shanshang,,,,,
C0X190,安平,Anping,,,,,
C0X200,左鎮,Zuozhen,,,,,
C0X210,白河,Baihe,,,,,
C0X220,學甲,Xuejia,,,,,
C0X230,鹽水,Yanshui,,,,,
C0X240,關子嶺,Guanziling,,,,,
C0X250,新營,Xinying,,,,,
C0X260,後壁,Houbi,,,,,
C0X280,將軍,Jiangjun,,,,,
C0X290,北門,Beimen,,,,,
C0X300,鹿寮,Luliao,,,,,
C0X320,柳營,Liuying,,,,,
C0Z020,明里,Mingli,,,,,
C0Z050,佳心,Jiaxin,,,,,
C0Z061,玉里,Yuli,,,,,
C0Z070,舞鶴,Wuhe,,,,,
C0Z080,富源,Fuyuan,,,,,
C0Z100,東華,Donghwa,,,,,
C0Z150,吉安光華,Guanghua Ji-An,,,,,
C0Z160,鳳林,Fenglin,,,,,
C0Z170,卓溪,Zhuoxi,,,,,
C0Z180,新城,Xincheng,,,,,
C0Z190,富世,Fushi,,,,,
C0Z200,萬榮,Wanrong,,,,,
C0Z210,瑞穗,Ruisui,,,,,
C0Z220,和平林道,Hepinglindao,,,,,
C0Z230,和平,Heping,,,,,
C0Z250,瑞穗林道,Ruisuilindao,,,,,
C0Z270,蕃薯寮,Fanshuliao,,,,,
C0Z280,德武,Dewu,,,,,
C0Z290,赤柯山,Chikeshan,,,,,
C0Z300,東里,Dongli,,,,,
C0Z310,清水斷崖,Qingshui Cliff,,,,,
C0Z320,清水林道,Qingshuilindao,,,,,
C0Z330,安通山,Antongshan,,,,,
C1A630,下盆,Siapen,,,,,
C1A750,石碇服務區,Shiding Service Area,,,,,
C1A760,坪林交控,Pinglin Traffic Control Center,,,,,
C1A9N0,四十份,Sihshihfen,,,,,
C1AC50,關渡,Guandu,,,,,
C1AI50,國三N016K,Freeway No. 3 - Rain - N016k,,,,,
C1AI60,國一39K邊坡,Freeway No. 1 - Rain – N039k,,,,,
C1C510,水尾,Shueiwei,,,,,
C1D380,新埔,Sinpu,,,,,
C1D400,鳥嘴山,Niaozueishan,,,,,
C1D410,白蘭,Bailan,,,,,
C1D420,太閣南,Taigenan,,,,,
C1D630,飛鳳山,Fei Feng Mountain,,,,,
C1D640,外坪(五指山),Waiping(Wuzhihshan),,,,,
C1E451,象鼻,Xiangbi,,,,,
C1E461,松安,Song-An,,,,,
C1E480,鳳美,Fongmei,,,,,
C1E511,新開,Xinkai,,,,,
C1E601,南勢,Nanshi,,,,,
C1E670,南礦,Nankuang,,,,,
C1E681,南勢山,Nanshishan,,,,,
C1E691,南湖,Nanhu,,,,,
C1E701,八卦,Bagua,,,,,
C1E711,馬拉邦山,Malabangshan,,,,,
C1E721,泰安,Tai-An,,,,,
C1E770,公館,Gongguan,,,,,
C1E890,國三N149K,Freeway No. 1 - Rain – N149k,,,,,
C1E900,國一N128K,Freeway No. 1 - Rain – N128k,,,,,
C1F871,上谷關,Shangguguan,,,,,
C1F891,稍來,Shaolai,,,,,
C1F911,新伯公,Xinbogong,,,,,
C1F941,雪嶺,Xueling,,,,,
C1F9B1,桐林,Tonglin,,,,,
C1F9C1,白冷,Baileng,,,,,
C1F9D1,白毛台,Baimaotai,,,,,
C1F9E1,龍安,Long-An,,,,,
C1F9F1,伯公龍,Bogonglong,,,,,
C1F9G1,慶福山,Cingfushan,,,,,
C1F9J1,清水林,Qingshuilin,,,,,
C1F9W0,德基,Deji,,,,,
C1G691,下水埔,Xiashuipu,,,,,
C1G9D0,國一S218K,Freeway No. 1 - Rain – S218k,,,,,
C1H000,翠峰,Cuifeng,,,,,
C1H840,國三N238K,Freeway No. 3 - Rain –N238k,,,,,
C1H900,清流,Qingliu,,,,,
C1H920,長豐,Changfeng,,,,,
C1H941,雙冬,Shuangdong,,,,,
C1H971,六分寮,Liufenliao,,,,,
C1H9B1,阿眉,Amei,,,,,
C1I020,萬大,Wanda,,,,,
C1I030,武界,Wujie,,,,,
C1I050,丹大,Danda,,,,,
C1I070,和社,Heshe,,,,,
C1I101,溪頭,Xitou,,,,,
C1I121,大鞍,Da-An,,,,,
C1I131,桶頭,Tongtou,,,,,
C1I140,卡奈托灣,Kanaituowan,,,,,
C1I150,青雲,Qingyun,,,,,
C1I201,中心崙,Zhongxinlun,,,,,
C1I211,蘆竹湳,Luzhunan,,,,,
C1I220,樟湖,Zhanghu,,,,,
C1I230,九份二山,Jiufen'Ershan,,,,,
C1I240,外大坪,Waidaping,,,,,
C1I250,鯉潭,Litan,,,,,
C1I260,北坑,Beikeng,,,,,
C1I280,埔中,Puzhong,,,,,
C1I290,豐丘,Fengqiu,,,,,
C1I310,西巒,Xiluan,,,,,
C1I320,奧萬大,Aowanda,,,,,
C1I330,楓樹林,Fengshulin,,,,,
C1I340,新興橋,Xinxingqiao,,,,,
C1I400,凌霄,Lingxiao,,,,,
C1I430,翠華,Cuihua,,,,,
C1I440,新高口,Xingaokou,,,,,
C1I450,望鄉山,Wangxiangshan,,,,,
C1I470,杉林溪,Shanlinxi,,,,,
C1I500,大尖山,Dajianshan,,,,,
C1I510,線浸林道,Xianjinlindao,,,,,
C1I550,國六W023K,Freeway No. 6 - Rain – W023k,,,,,
C1K540,口湖,Kouhu,,,,,
C1M390,龍美,Longmei,,,,,
C1M400,菜瓜坪,Caiguaping,,,,,
C1M480,獨立山,Dulishan,,,,,
C1M600,頭凍,Toudong,,,,,
C1M610,石磐龍,Shipanlong,,,,,
C1M640,十字,Shizi,,,,,
C1M870,國三N285K,Freeway No. 3 - Rain –N285k,,,,,
C1N001,沙崙,Shalun,,,,,
C1O850,環湖,Huanhu,,,,,
C1O870,大棟山,Dadongshan,,,,,
C1O880,關山,Guanshan,,,,,
C1O921,楠西,Nanxi,,,,,
C1O940,東山服務區,Dongshan Service Area,,,,,
C1R110,口社,Gusia,,,,,
C1R120,上德文,Shangdewun,,,,,
C1R250,力里,Lili,,,,,
C1R290,石門山,Shihmenshan,,,,,
C1R610,西大武山,Xidawushan,,,,,
C1R630,龍泉,Longquan,,,,,
C1S670,摩天,Motian,,,,,
C1S800,華源,Huayuan,,,,,
C1S820,金峰,Jinfeng,,,,,
C1S850,豐南,Funan,,,,,
C1S860,利嘉,Lichai,,,,,
C1S870,南美山,Nanmaisan,,,,,
C1S880,壽卡,Shouka,,,,,
C1SA50,利嘉林道,Lijialindao,,,,,
C1SA70,都蘭,Dulan,,,,,
C1T800,洛韶,Luoshao,,,,,
C1T810,慈恩,Ci-En,,,,,
C1T830,布洛灣,Buluowan,,,,,
C1T920,中興,Zhongxing,,,,,
C1T940,大觀,Daguan,,,,,
C1T950,太安,Tai-An,,,,,
C1T970,大農,Danong,,,,,
C1T980,龍澗,Longjian,,,,,
C1T990,高寮,Gaoliao,,,,,
C1TA00,太魯閣,Taroko,,,,,
C1U501,牛鬥,Nioudou,,,,,
C1U670,寒溪,Hanxi,,,,,
C1U840,東澳嶺,Dongaoling,,,,,
C1U850,觀音海岸,Guanyin Coast,,,,,
C1U920,思源,Siyuan,,,,,
C1U930,粉鳥林,Fenniaolin,,,,,
C1V160,達卡努瓦,Dakanuwa,,,,,
C1V170,排雲,Paiyun,,,,,
C1V190,南天池,Nantianchi,,,,,
C1V200,梅山,Meishan,,,,,
C1V220,小關山,Xiaoguanshan,,,,,
C1V231,高中,Gaozhong,,,,,
C1V300,御油山,Yuyoushan,,,,,
C1V340,大津,Dajin,,,,,
C1V390,尖山,Jianshan,,,,,
C1V570,吉東,Jiadong,,,,,
C1V580,溪南(特生中心),Xinan,,,,,
C1V590,新發,Xinfa,,,,,
C1V600,藤枝,Tengzhi,,,,,
C1V780,多納林道,Duonalindao,,,,,
C1V830,國三S383K,Freeway No. 3 - Rain – S383k,,,,,
C1X040,東原,Dongyuan,,,,,
C1Z030,紅葉,Hongye,,,,,
C1Z040,立山,Lishan,,,,,
C1Z110,三棧,Sanzhan,,,,,
C1Z120,壽豐,Shoufeng,,,,,
C1Z130,銅門,Tongmen,,,,,
C1Z140,荖溪,Laoxi,,,,,
C1Z240,中平林道,Zhongpinglindao,,,,,
